,Term,StatedMonthlyIncome,LoanOriginalAmount,BorrowerAPR
792,36,5416.666667,15000,0.2706
793,60,4583.333333,10000,0.19323
794,36,115.583333,4000,0.29776
795,36,3433.333333,10000,0.14621
796,36,6711.0,2500,0.12201
797,36,1583.333333,1000,0.26914
798,60,5333.333333,16000,0.19364
799,36,10833.333333,12000,0.14816
800,36,5750.0,5000,0.22489
801,36,2750.0,4000,0.35356
802,36,960.0,2500,0.29776
803,60,8250.0,9500,0.31375
804,36,3833.333333,2000,0.30532
805,36,3083.333333,5110,0.16324
806,60,8070.0,13000,0.16662
807,36,2500.0,5000,0.127
808,36,5291.666667,3000,0.22712
809,36,2583.333333,3000,0.11296
810,60,3500.0,7000,0.23318
811,36,5243.416667,4000,0.30131
812,36,2592.333333,10000,0.15833
813,36,5500.0,19000,0.13453
814,36,6416.666667,3000,0.0893
815,36,4583.333333,6000,0.19108
816,36,2416.666667,8500,0.21438
817,60,8583.333333,25000,0.20081
818,36,2000.0,2000,0.2837
819,36,3333.333333,3000,0.26752
820,36,6666.666667,5000,0.13202
821,36,6250.0,4500,0.10033
822,36,3166.666667,6000,0.27285
823,36,4083.333333,5000,0.17359
824,36,7916.666667,25000,0.18726
825,60,3148.333333,10000,0.26128
826,36,3750.0,10000,0.15428
827,36,1437.0,4600,0.18726
828,36,10125.0,15000,0.28851
829,36,2688.166667,8000,0.18214
830,36,15000.0,4900,0.08985
831,36,7500.0,20000,0.09232
832,36,4887.5,15000,0.22466
833,36,4500.0,4000,0.29537
834,36,2240.0,2500,0.35797
835,36,4166.666667,10000,0.22051
836,36,5416.666667,1900,0.25747
837,36,12500.0,20000,0.15833
838,36,7500.0,12000,0.22466
839,36,5416.666667,1000,0.23682
840,60,7408.333333,25000,0.17532
841,36,2708.333333,10000,0.09534
842,36,1871.666667,1700,0.24859
843,36,4416.666667,2500,0.35643
844,36,11666.666667,25000,0.2354
845,60,5000.0,10000,0.13942
846,36,3166.666667,15000,0.27306
847,36,25000.0,10000,0.13271
848,60,7186.166667,15000,0.26333
849,36,800.0,1000,0.07439
850,36,8658.333333,13800,0.12528
851,60,2250.0,2500,0.19221
852,36,8858.166667,25000,0.15713
853,36,2500.0,1800,0.30081
854,60,5416.666667,15000,0.14658
855,36,4750.0,12000,0.30532
856,36,2500.0,4000,0.19236
857,36,3166.666667,3000,0.2354
858,36,6000.0,10000,0.21122
859,36,9166.666667,7000,0.17018
860,36,3166.666667,7000,0.17192
861,36,8375.0,6000,0.09736
862,36,1590.0,7500,0.19906
863,36,8333.333333,4000,0.35797
864,60,5583.333333,13000,0.2214
865,36,11666.666667,2690,0.07981
866,36,3725.0,10000,0.19859
867,36,3706.333333,9500,0.20462
868,36,1500.0,1000,0.13588
869,36,6250.0,4000,0.2878
870,36,2961.666667,7000,0.32446
871,36,9083.333333,17000,0.14714
872,60,5213.833333,3100,0.19364
873,36,2333.333333,3000,0.32358
874,60,2416.666667,4000,0.2214
875,60,3833.333333,15000,0.16713
876,36,8333.333333,12500,0.15538
877,36,3204.166667,13000,0.13138
878,36,6000.0,3000,0.31627
879,36,9166.666667,4000,0.35797
880,36,5416.666667,1000,0.22237
881,36,12000.0,6000,0.35132
882,60,8333.333333,15000,0.20347
883,36,4750.0,10000,0.20933
884,36,5000.0,15000,0.20053
885,36,1690.416667,2000,0.19108
886,60,2083.333333,4000,0.26877
887,36,2504.333333,7500,0.15223
888,36,3333.333333,24000,0.1496
889,36,6666.666667,15000,0.0903
890,60,14333.333333,25000,0.15425
891,60,5583.333333,15000,0.13227
892,36,20833.333333,20000,0.19645
893,36,4130.416667,2200,0.27467
894,36,5000.0,3600,0.19859
895,36,14.583333,4000,0.35797
896,36,5000.0,10000,0.24563
897,36,3500.0,7500,0.16461
898,36,9166.666667,7500,0.32576
899,60,4333.333333,20000,0.20879
900,60,8600.0,10000,0.17685
901,60,16666.666667,23695,0.13636
902,36,4166.666667,5000,0.37453
903,60,10000.0,15000,0.22601
904,36,7750.0,7900,0.08882
905,36,3333.333333,5000,0.15914
906,60,4166.666667,4000,0.29998
907,36,1629.166667,4000,0.1899
908,36,7833.333333,15000,0.12727
909,36,8250.0,4000,0.34752
910,36,6666.666667,5000,0.2878
911,36,2666.666667,4000,0.33553
912,36,2316.666667,1500,0.27276
913,12,10833.333333,5000,0.05927
914,36,4083.333333,10000,0.13301
915,36,4333.333333,5500,0.17359
916,36,9166.666667,1500,0.07032
917,36,0.0,8000,0.15713
918,36,1333.333333,2000,0.16838
919,36,3583.333333,14500,0.12528
920,36,10416.666667,9500,0.28018
921,36,1666.666667,4000,0.35797
922,36,4233.333333,2000,0.11142
923,36,4083.333333,7500,0.17069
924,36,2833.333333,10000,0.15833
925,36,5283.333333,13000,0.19228
926,36,8333.333333,13000,0.20217
927,36,2416.666667,3000,0.10739
928,36,5833.333333,5404,0.35643
929,36,3750.0,3000,0.30182
930,36,6666.666667,5000,0.30131
931,36,2166.666667,3050,0.29223
932,60,3583.333333,10000,0.23872
933,36,5416.666667,7400,0.15324
934,36,6599.666667,20000,0.15613
935,36,9000.0,1000,0.06688
936,60,6666.666667,25000,0.14147
937,36,5666.666667,15000,0.09434
938,36,3250.0,3500,0.19859
939,36,3833.333333,3000,0.2951
940,36,6083.333333,10000,0.2353
941,36,4600.0,6000,0.13705
942,12,8583.333333,4500,0.34105
943,60,9416.666667,13000,0.23318
944,36,1015.833333,2500,0.17671
945,36,4250.0,7000,0.2129
946,36,5000.0,5000,0.12911
947,36,3750.0,8000,0.12427
948,36,0.0,1000,0.1477
949,36,12916.666667,4000,0.31032
950,36,4000.0,10000,0.12461
951,36,4000.0,4000,0.35797
952,36,10333.333333,15000,0.26681
953,36,3500.0,8000,0.24205
954,36,0.0,7500,0.27767
955,36,5000.0,1000,0.10739
956,36,8333.333333,15000,0.23233
957,36,4333.333333,1000,0.08617
958,36,4583.333333,3000,0.24246
959,36,8333.333333,4000,0.35797
960,36,5416.666667,4000,0.35797
961,36,3250.0,4500,0.1954
962,36,10833.333333,14000,0.17445
963,36,10000.0,3000,0.15833
964,36,4583.333333,15000,0.16324
965,36,7916.666667,8500,0.26149
966,60,10416.666667,18500,0.13227
967,60,5833.333333,13000,0.21822
968,60,4583.333333,15000,0.15844
969,60,3000.0,10000,0.26128
970,60,5525.0,13000,0.28704
971,36,7916.666667,4000,0.29537
972,36,3687.5,4000,0.35797
973,12,0.0,2000,0.30461
974,36,3583.333333,2000,0.35356
975,36,8333.333333,13500,0.1491
976,36,8333.333333,15000,0.18214
977,36,6666.666667,25000,0.09794
978,60,6833.333333,15000,0.22549
979,60,4583.333333,11500,0.24302
980,60,3916.666667,8500,0.20593
981,60,2500.0,4000,0.28899
982,36,6875.0,6500,0.31053
983,36,5583.333333,15000,0.2421
984,36,3500.0,5000,0.06828
985,60,5373.333333,4000,0.31848
986,60,6750.0,15000,0.17685
987,36,9311.083333,2500,0.15651
988,36,0.0,1000,0.38443
989,60,4666.666667,15000,0.19143
990,60,10000.0,17500,0.21392
991,12,6416.666667,4981,0.16803
992,36,4833.333333,2000,0.35797
993,36,5833.333333,15000,0.13301
994,36,3333.333333,4000,0.35797
995,36,3333.333333,4000,0.35356
996,36,14166.666667,3000,0.15894
997,36,6166.666667,10000,0.26855
998,60,3750.0,10000,0.1771
999,60,3750.0,10000,0.1771
1000,36,1666.666667,4000,0.18275
1001,36,6666.666667,25000,0.19501
1002,36,2000.0,2000,0.24758
1003,36,41666.666667,4000,0.13799
1004,36,2833.333333,1500,0.26292
1005,36,5833.333333,6001,0.15793
1006,36,3000.0,2500,0.06888
1007,36,4916.666667,5000,0.28595
1008,36,5000.0,6567,0.18173
1009,36,6833.333333,3000,0.34887
1010,36,4000.0,7500,0.2878
1011,36,16666.666667,4000,0.2878
1012,36,5000.0,13000,0.09065
1013,36,5000.0,1000,0.07339
1014,36,0.0,15000,0.24758
1015,60,2250.0,7000,0.27462
1016,36,3707.583333,7000,0.20524
1017,36,4666.666667,15000,0.07957
1018,36,4166.666667,9000,0.28339
1019,36,3166.666667,4000,0.30285
1020,36,8416.666667,4500,0.14419
1021,36,2666.666667,10000,0.26917
1022,36,3416.666667,5000,0.12511
1023,36,8333.333333,5000,0.08684
1024,36,2033.333333,2000,0.26681
1025,60,3583.333333,11500,0.29464
1026,60,3333.333333,10000,0.24754
1027,60,3633.333333,10000,0.19323
1028,36,2840.083333,3500,0.26282
1029,36,12916.666667,30000,0.18725
1030,36,4750.0,15000,0.24246
1031,60,5500.0,5000,0.21832
1032,36,1666.666667,5000,0.19855
1033,60,2681.0,10000,0.29371
1034,36,4160.0,19500,0.10692
1035,36,8750.0,12000,0.22712
1036,36,2666.666667,2000,0.35797
1037,36,6416.666667,4000,0.35797
1038,36,11666.666667,10000,0.30532
1039,36,5941.666667,15000,0.19744
1040,36,3750.0,1000,0.08415
1041,36,5833.333333,4000,0.28259
1042,60,5166.666667,20000,0.20398
1043,36,3916.666667,5000,0.19991
1044,36,6233.333333,7500,0.10375
1045,36,6072.0,4000,0.35797
1046,36,3083.333333,2000,0.15223
1047,36,5630.0,4000,0.35797
1048,36,5000.0,5000,0.35524
1049,36,8975.416667,25000,0.14709
1050,36,2848.0,4000,0.30899
1051,36,5835.666667,15000,0.18725
1052,36,5916.666667,5000,0.09688
1053,36,8333.333333,15000,0.14206
1054,60,3081.666667,8000,0.28386
1055,36,10000.0,13000,0.13413
1056,36,2500.0,2500,0.07439
1057,60,4166.666667,10000,0.24589
1058,36,13750.0,4500,0.15732
1059,36,5666.666667,10000,0.19859
1060,36,1636.833333,2000,0.34577
1061,36,4166.666667,15000,0.15223
1062,36,2916.666667,2000,0.29972
1063,36,2634.666667,3000,0.2399
1064,12,6250.0,2000,0.13696
1065,36,5839.833333,12015,0.13172
1066,36,1750.0,4000,0.35797
1067,36,4166.666667,3000,0.26884
1068,36,27083.333333,15000,0.13799
1069,36,6409.0,25000,0.11696
1070,36,3350.0,5000,0.202
1071,60,4291.666667,4000,0.35097
1072,60,7083.333333,9000,0.16328
1073,36,8664.083333,15000,0.17069
1074,36,5141.0,20000,0.23121
1075,60,8333.333333,4000,0.28129
1076,36,12083.333333,4000,0.19146
1077,36,4333.333333,2000,0.24246
1078,36,5000.0,5000,0.17969
1079,36,7916.666667,20000,0.08496
1080,36,2500.0,3000,0.09065
1081,36,10833.333333,3000,0.125
1082,36,4583.333333,4000,0.35797
1083,60,4166.666667,15000,0.27246
1084,36,3000.0,12000,0.35423
1085,36,2641.666667,8500,0.09434
1086,36,1666.666667,2500,0.30532
1087,60,2750.0,10000,0.14453
1088,36,3708.333333,4000,0.33973
1089,60,19166.666667,15000,0.16969
1090,36,3333.333333,5000,0.30564
1091,36,2500.0,14000,0.14156
1092,60,7500.0,19000,0.20081
1093,36,6833.333333,6000,0.0893
1094,60,3750.0,10000,0.18555
1095,36,5000.0,6250,0.18726
1096,36,13333.333333,7400,0.11034
1097,60,8333.333333,24000,0.17532
1098,36,4583.333333,4000,0.34577
1099,36,5833.333333,15000,0.22773
1100,36,4333.333333,4000,0.35797
1101,36,3333.333333,1000,0.30911
1102,36,5108.333333,5000,0.20613
1103,36,6160.25,7500,0.17069
1104,36,8333.333333,15000,0.17969
1105,36,1916.666667,1500,0.303
1106,60,6166.666667,15000,0.16969
1107,36,3750.0,3500,0.20524
1108,36,1365.0,3000,0.26149
1109,36,4583.333333,2000,0.21434
1110,60,5833.333333,15000,0.17839
1111,60,10000.0,5000,0.28899
1112,60,6250.0,12000,0.26528
1113,36,3666.666667,10000,0.19501
1114,36,2083.333333,8000,0.30532
1115,36,3858.833333,2500,0.16436
1116,60,8750.0,15000,0.1933
1117,36,5000.0,7500,0.25424
1118,60,4750.0,20000,0.1831
1119,36,5383.333333,7000,0.22744
1120,36,4166.666667,4000,0.35643
1121,60,5527.666667,15000,0.21832
1122,60,8500.0,22000,0.19655
1123,36,4583.333333,10000,0.12691
1124,36,8333.333333,4000,0.35797
1125,36,10000.0,3000,0.30131
1126,36,4250.0,2550,0.20735
1127,36,4750.0,4000,0.35797
1128,60,6666.666667,15000,0.17532
1129,36,3786.166667,2000,0.27285
1130,36,3333.333333,10000,0.17189
1131,36,4270.666667,7500,0.15713
1132,60,8333.333333,2000,0.23718
1133,60,5929.0,10000,0.15629
1134,36,4583.333333,4000,0.18112
1135,60,3166.666667,10000,0.16499
1136,36,13750.0,3000,0.28269
1137,36,37500.0,4000,0.35797
1138,36,3166.666667,1000,0.11698
1139,36,2500.0,2500,0.21372
1140,36,3000.0,10000,0.19501
1141,36,10000.0,7500,0.21372
1142,36,5000.0,3300,0.15428
1143,60,3333.333333,10000,0.20081
1144,36,2083.333333,1600,0.35811
1145,36,9000.0,4000,0.15613
1146,60,4633.333333,13000,0.14657
1147,60,6250.0,14500,0.24015
1148,36,2666.666667,3000,0.10692
1149,36,3500.0,10000,0.1447
1150,36,3500.0,10000,0.18479
1151,36,4510.416667,6000,0.15324
1152,36,8401.0,15000,0.21945
1153,36,6250.0,8000,0.0903
1154,36,3274.0,5500,0.30131
1155,60,1233.333333,4000,0.33709
1156,36,2750.0,4000,0.27285
1157,36,0.0,7000,0.125
1158,60,6250.0,14080,0.18408
1159,36,2916.666667,4000,0.35797
1160,36,2406.666667,3000,0.1973
1161,36,5833.333333,13000,0.20051
1162,36,5500.0,2000,0.17981
1163,36,4166.666667,9800,0.19439
1164,36,6666.666667,15000,0.25013
1165,36,2000.0,8000,0.17069
1166,60,7273.166667,4000,0.31293
1167,60,5333.333333,15000,0.18913
1168,60,3708.333333,10000,0.22242
1169,36,7166.666667,9500,0.33038
1170,36,3750.0,4000,0.32446
1171,60,34813.25,25000,0.26887
1172,36,600.0,2000,0.16005
1173,36,6350.0,25000,0.10943
1174,36,8750.0,22500,0.19645
1175,36,1525.0,4000,0.16461
1176,36,5000.0,10000,0.30899
1177,60,3629.166667,10000,0.16499
1178,60,5841.666667,17700,0.14147
1179,36,3833.333333,1500,0.36665
1180,36,4583.333333,7000,0.12782
1181,60,7083.333333,6000,0.23318
1182,36,1250.0,4000,0.20869
1183,60,2333.333333,4000,0.27257
1184,36,541.666667,1000,0.28786
1185,36,3250.0,3000,0.33973
1186,60,6529.583333,3500,0.20593
1187,36,4166.666667,7000,0.17359
1188,60,8195.0,10000,0.29567
1189,60,3583.333333,2000,0.27462
1190,60,7333.333333,5000,0.19681
1191,60,4666.666667,15000,0.16328
1192,36,3833.333333,1200,0.22552
1193,36,6666.666667,6500,0.14132
1194,36,9133.333333,6000,0.12782
1195,36,11000.0,17000,0.19645
1196,60,6666.666667,20000,0.12637
1197,60,1666.666667,8000,0.20705
1198,36,3485.0,10000,0.30899
1199,36,8666.666667,11000,0.09434
1200,36,2666.666667,5000,0.27285
1201,36,4662.083333,15000,0.12691
1202,36,3500.0,2500,0.29334
1203,36,6250.0,23000,0.10742
1204,60,5175.0,15000,0.16294
1205,36,9625.0,9000,0.18725
1206,60,8333.333333,5000,0.14453
1207,36,5395.0,4000,0.28574
1208,36,6291.666667,9800,0.13654
1209,12,11215.833333,2854,0.15077
1210,36,2083.333333,4000,0.25757
1211,36,2666.666667,7866,0.22744
1212,36,5000.0,9750,0.12503
1213,36,3845.25,15001,0.13192
1214,36,5581.666667,15000,0.25279
1215,60,2416.666667,4000,0.26128
1216,60,6020.166667,5000,0.22693
1217,36,12500.0,15000,0.09333
1218,36,1791.666667,7000,0.17677
1219,60,15432.0,20000,0.1986
1220,36,7083.333333,25000,0.16732
1221,36,2916.666667,3500,0.33785
1222,36,2333.333333,2000,0.33097
1223,36,8333.333333,35000,0.17601
1224,36,3702.916667,4000,0.33665
1225,36,5333.333333,7500,0.19029
1226,36,4166.666667,4000,0.33215
1227,36,5750.0,7000,0.23847
1228,36,5416.666667,12500,0.10846
1229,36,4250.0,2500,0.21372
1230,36,4666.666667,4000,0.3179
1231,36,2111.583333,3000,0.33383
1232,36,1916.666667,2000,0.34045
1233,36,3166.666667,3000,0.24753
1234,36,4166.666667,6500,0.09736
1235,36,2916.666667,3000,0.12528
1236,36,2787.5,2500,0.20634
1237,36,8333.333333,5500,0.12782
1238,36,940.0,4000,0.16324
1239,36,2666.666667,2000,0.29972
1240,60,13333.333333,20000,0.14658
1241,60,6050.0,15000,0.18068
1242,36,0.083333,3000,0.11415
1243,36,5816.0,13000,0.08591
1244,36,4750.0,17500,0.23939
1245,60,3291.666667,10000,0.31375
1246,36,1900.0,10000,0.19645
1247,36,6833.333333,4000,0.32333
1248,36,1750.0,1000,0.30182
1249,36,4250.0,6001,0.09688
1250,36,3750.0,12000,0.27767
1251,36,1516.666667,4000,0.27817
1252,36,4666.666667,8000,0.22773
1253,36,4166.666667,1200,0.12137
1254,36,8833.333333,2000,0.1322
1255,36,11770.75,11000,0.18479
1256,36,6666.666667,1000,0.07961
1257,36,7375.0,9900,0.14348
1258,36,6833.333333,7000,0.14328
1259,60,3333.333333,15000,0.20358
1260,36,7500.0,15000,0.24614
1261,60,10000.0,8500,0.15817
1262,36,6666.666667,15000,0.17151
1263,36,5000.0,10000,0.25279
1264,60,5833.333333,10000,0.16499
1265,60,7083.333333,25000,0.17317
1266,36,3333.333333,2800,0.08684
1267,60,10416.666667,8000,0.18965
1268,36,6250.0,3000,0.2951
1269,36,6041.666667,10000,0.14243
1270,36,3958.333333,15000,0.23438
1271,36,4333.333333,7000,0.14126
1272,36,12500.0,1500,0.26526
1273,60,8333.333333,13000,0.2004
1274,60,6666.666667,5000,0.16993
1275,36,7513.333333,6571,0.17189
1276,36,5416.666667,4000,0.30285
1277,36,7500.0,7500,0.33097
1278,36,4666.666667,6001,0.19228
1279,36,3333.333333,4000,0.35356
1280,36,7666.666667,20000,0.15223
1281,36,2083.333333,4000,0.27285
1282,36,3000.0,2900,0.15094
1283,60,3333.333333,4000,0.31632
1284,36,3747.0,15000,0.202
1285,36,1761.333333,4200,0.11296
1286,36,4166.666667,5000,0.17018
1287,36,4416.666667,8500,0.27285
1288,60,4250.0,15000,0.21832
1289,36,4295.75,5700,0.36387
1290,36,9011.666667,4000,0.35285
1291,36,4583.333333,15000,0.25781
1292,36,2166.666667,4000,0.24563
1293,60,6250.0,7700,0.32958
1294,60,3583.333333,7000,0.2214
1295,36,7083.333333,3400,0.2129
1296,36,3666.666667,10000,0.12691
1297,36,4166.666667,5000,0.19144
1298,60,10500.0,33750,0.16662
1299,60,3500.0,13000,0.22283
1300,36,4500.0,15000,0.21687
1301,60,6064.583333,15000,0.29371
1302,60,4166.666667,10000,0.20593
1303,36,4333.333333,2000,0.33393
1304,36,31250.0,10000,0.202
1305,36,6166.666667,15000,0.09988
1306,36,4035.166667,4000,0.35797
1307,60,9166.666667,15000,0.17061
1308,60,2666.666667,10000,0.23318
1309,36,7916.666667,6000,0.11296
1310,60,2333.333333,11300,0.20705
1311,36,3333.333333,10000,0.22415
1312,36,1072.666667,1000,0.17322
1313,36,4333.333333,10000,0.14117
1314,36,0.0,4000,0.31032
1315,60,7083.333333,18000,0.23462
1316,36,2075.0,7200,0.2148
1317,60,1411.0,4000,0.21156
1318,60,7916.666667,4500,0.17532
1319,36,6500.0,2500,0.27467
1320,36,7750.0,12565,0.16147
1321,36,5000.0,2000,0.36336
1322,36,8333.333333,15000,0.21025
1323,12,2624.0,3000,0.20784
1324,36,4166.666667,1000,0.24891
1325,36,6250.0,5000,0.20564
1326,36,2750.0,4000,0.35797
1327,36,2721.916667,3000,0.35797
1328,36,4345.666667,7000,0.12562
1329,36,3333.333333,8000,0.14369
1330,36,1916.666667,3000,0.35797
1331,36,8500.0,3500,0.23477
1332,36,3625.0,2500,0.15151
1333,36,8000.0,7500,0.34731
1334,60,11250.0,16000,0.12113
1335,36,12500.0,8000,0.14714
1336,36,3000.0,7500,0.35643
1337,60,12032.166667,10000,0.24702
1338,60,5000.0,10000,0.3194
1339,60,7083.333333,15000,0.12205
1340,60,5416.666667,4000,0.31848
1341,36,5833.333333,15000,0.21372
1342,36,3339.333333,2000,0.24246
1343,36,3750.0,7000,0.12562
1344,36,9166.666667,2000,0.28339
1345,36,4583.333333,12000,0.20217
1346,36,0.0,1000,0.37036
1347,36,14083.333333,20000,0.07922
1348,36,3333.333333,4000,0.35797
1349,36,3577.0,1800,0.37453
1350,36,1500.0,6000,0.1268
1351,36,1583.333333,3500,0.21739
1352,60,2083.333333,13000,0.27554
1353,36,3741.666667,5000,0.11194
1354,36,11250.0,5000,0.09065
1355,60,4916.666667,14000,0.18965
1356,36,48.333333,1450,0.14982
1357,36,6689.666667,3000,0.14714
1358,36,5166.666667,8500,0.18316
1359,36,3666.666667,10000,0.21342
1360,36,5083.333333,1500,0.35689
1361,60,12500.0,7000,0.17849
1362,36,2083.333333,7000,0.30532
1363,36,3750.0,6000,0.35132
1364,36,4333.333333,7000,0.18725
1365,36,6383.333333,10000,0.28974
1366,36,5799.333333,4500,0.17359
1367,60,3333.333333,2000,0.15936
1368,36,11666.666667,35000,0.14816
1369,36,4500.0,2500,0.35797
1370,60,16666.666667,35000,0.17839
1371,36,5166.666667,2500,0.22712
1372,36,3583.333333,2000,0.37453
1373,36,5166.666667,2000,0.16647
1374,60,2916.666667,10000,0.16969
1375,60,5000.0,15000,0.17685
1376,36,6250.0,20000,0.14206
1377,36,4166.666667,2000,0.35797
1378,36,10833.333333,12000,0.06888
1379,60,7504.583333,10000,0.21115
1380,36,5583.333333,13000,0.2878
1381,36,2750.0,10000,0.16324
1382,60,6166.666667,15000,0.15844
1383,36,6666.666667,15000,0.17192
1384,36,1916.666667,2000,0.37453
1385,36,2750.0,9000,0.14066
1386,60,6500.0,7500,0.20081
1387,36,1916.666667,4000,0.21648
1388,36,4776.916667,15000,0.22773
1389,36,6916.666667,20000,0.09434
1390,60,3258.0,6000,0.26333
1391,36,7416.666667,11500,0.11448
1392,36,1787.5,3900,0.16324
1393,36,2861.583333,10000,0.10642
1394,36,11666.666667,10000,0.17359
1395,36,2908.333333,3001,0.23246
1396,36,5614.083333,15000,0.17151
1397,60,9583.333333,7500,0.27462
1398,36,5333.333333,15000,0.10038
1399,60,4166.666667,15000,0.13227
1400,36,16666.666667,25000,0.14714
1401,36,5000.0,3000,0.08885
1402,36,4666.666667,2100,0.3179
1403,36,5000.0,9000,0.20869
1404,36,4000.0,1500,0.21533
1405,36,6333.333333,15000,0.14714
1406,36,2183.333333,5000,0.15428
1407,36,6250.0,10000,0.08591
1408,36,8333.333333,15000,0.24205
1409,60,2916.666667,5768,0.30933
1410,60,3750.0,6500,0.21822
1411,36,5166.666667,9000,0.13799
1412,36,9041.666667,3000,0.2951
1413,36,2833.333333,3500,0.19911
1414,36,4108.333333,11500,0.22466
1415,36,6250.0,2000,0.06344
1416,60,5791.666667,18268,0.16662
1417,36,3000.0,2550,0.26008
1418,60,4416.666667,13000,0.23318
1419,60,6500.0,4000,0.30748
1420,36,3880.0,9000,0.09643
1421,36,2000.0,5000,0.15833
1422,60,9166.666667,35000,0.17532
1423,36,2916.666667,2000,0.38723
1424,36,8750.0,2500,0.37453
1425,36,10000.0,4000,0.35797
1426,36,2083.333333,4000,0.33973
1427,36,4000.0,15000,0.12528
1428,36,1666.666667,1000,0.16802
1429,60,8333.333333,30000,0.14658
1430,36,10275.833333,20000,0.1899
1431,36,2000.0,1500,0.19719
1432,60,3166.666667,10000,0.18136
1433,60,12500.0,9000,0.22549
1434,36,6666.666667,3000,0.27285
1435,36,5000.0,3000,0.09437
1436,60,5000.0,3600,0.29081
1437,36,1750.0,8000,0.20462
1438,36,3500.0,1000,0.17691
1439,60,2333.333333,8000,0.20358
1440,36,3166.666667,3000,0.12528
1441,36,8265.833333,15000,0.14709
1442,36,7083.333333,20000,0.08496
1443,36,2500.0,15000,0.27264
1444,36,11666.666667,17000,0.09469
1445,36,7916.666667,6000,0.30131
1446,36,4500.0,4000,0.34621
1447,36,5333.333333,12000,0.18751
1448,36,2333.333333,7000,0.25781
1449,36,2666.666667,10000,0.26149
1450,36,11666.666667,5000,0.2951
1451,36,1088.333333,5000,0.35132
1452,36,7250.0,4000,0.37453
1453,36,8583.333333,6800,0.22773
1454,36,3000.0,10000,0.13301
1455,36,13889.0,22000,0.13705
1456,36,3641.666667,4600,0.28974
1457,36,9166.666667,6500,0.25371
1458,60,4666.666667,11500,0.21653
1459,36,4333.333333,3500,0.23768
1460,36,5009.75,8000,0.13799
1461,36,6250.0,4000,0.3179
1462,36,3333.333333,10000,0.14714
1463,60,7916.666667,6500,0.11695
1464,36,9630.5,12880,0.17754
